user_id,user_activity_level,session_count,avg_session_duration,buyer_region_code,product_id,category_code,price,discount_rate,product_rating,review_count,dwell_time,click_count,scroll_depth,add_to_cart,wishlist_flag,interaction_frequency,recency_score,seasonal_index,quantity_sold
2540,7,43,406.0410217689222,1,412,5,296.44,0.55,3.3,4338,1114,23,0.88,1,1,54,0.32,1.24,14
4236,6,17,109.59414099708908,1,240,3,349.38,0.5,2.6,429,53,5,0.8,0,1,26,0.66,1.12,11
3386,1,32,679.5447880404573,1,1345,5,747.99,0.59,4.6,2423,164,20,0.45,0,0,60,0.9,1.28,24
4719,5,4,40.95886910645466,1,1450,4,847.69,0.19,2.6,80,956,8,0.86,1,0,88,0.78,0.75,24
2388,3,4,590.7020035229167,1,493,7,379.51,0.14,4.1,1573,937,17,0.14,0,0,65,0.46,1.24,32
2856,1,17,189.092138276739,1,799,4,300.14,0.2,3.3,419,108,1,0.8,1,0,51,0.95,1.21,25
2365,4,41,232.19152020653942,1,1490,7,890.0,0.57,3.0,466,180,22,0.29,1,0,98,0.99,1.24,28
1499,2,19,582.9998388168348,1,740,4,999.37,0.2,4.2,3393,157,18,0.36,1,0,60,0.49,0.7,16
2680,2,5,893.8608152311292,1,650,5,672.0,0.34,3.9,1565,132,12,0.54,1,0,59,0.86,1.15,39
1510,3,32,706.6142154931191,1,1284,5,990.03,0.24,3.3,1518,121,3,0.5,1,1,76,0.0,1.03,16
5312,8,22,226.48048003435102,1,1370,5,661.67,0.24,3.8,4030,1032,20,0.57,1,0,17,0.07,1.04,36
2324,8,6,183.1415368857864,1,989,1,734.79,0.12,3.1,2035,1021,14,0.59,0,0,85,0.02,0.98,12
2155,7,35,783.6225971328732,1,533,5,391.71,0.32,4.7,803,1163,16,0.4,0,1,21,0.77,1.15,12
2827,6,22,416.4400346917087,1,1090,4,435.8,0.51,3.3,1077,77,18,0.26,1,0,67,0.08,1.3,34
4141,9,1,149.23593846049525,1,1365,2,148.41,0.03,3.1,1632,837,10,0.79,1,0,28,0.02,1.13,38
4486,4,20,780.1239382900861,1,243,5,823.64,0.53,4.4,1984,901,23,0.46,1,1,89,0.15,1.11,20
2810,1,22,740.0003470354075,1,343,2,931.4,0.4,2.5,3,1038,15,0.56,0,0,44,0.31,1.09,15
3923,8,48,885.9985365905324,1,532,7,625.32,0.37,3.2,602,1151,10,0.68,0,0,70,0.46,1.12,22
3214,7,11,821.477007440035,1,1197,4,346.93,0.38,3.4,2367,239,1,0.92,0,1,62,0.07,0.91,16
5186,7,13,771.0575946346712,1,254,5,158.25,0.18,4.7,3675,169,19,0.74,1,1,42,0.5,0.89,24
1713,3,42,75.73972609557273,1,1069,1,268.83,0.25,4.9,500,195,2,0.14,0,0,94,0.25,1.17,3
4602,4,3,120.84137146336268,1,996,1,259.13,0.48,4.3,184,1023,13,0.85,1,1,96,0.27,0.73,1
5134,9,9,525.0153790445868,1,524,7,615.46,0.18,3.7,3509,886,16,0.99,0,1,22,0.82,1.16,38
4522,6,12,492.3869442651841,1,279,2,945.31,0.28,4.1,3251,561,8,0.53,1,0,38,0.99,1.19,17
5268,5,23,428.4279966058959,1,1254,6,53.03,0.01,3.5,3147,1185,3,0.97,1,1,14,0.46,1.01,21
5748,3,14,375.20671311068827,1,1184,1,6.02,0.44,3.2,2940,1173,21,0.59,1,1,98,0.32,1.25,13
5849,9,33,405.15312183196613,1,1335,1,602.18,0.25,4.9,1295,1161,19,0.51,0,0,26,0.93,0.98,2
2243,5,18,525.2892026972718,1,757,1,287.64,0.32,2.8,54,156,14,0.4,0,0,40,0.5,0.81,2
4709,5,49,31.80657031207065,1,1064,4,881.15,0.07,3.4,1724,445,11,0.69,0,1,54,0.73,0.92,25
2081,4,41,256.8166334955814,1,916,1,330.61,0.6,4.7,2910,741,12,0.31,1,1,13,0.41,1.24,28
1455,4,9,480.90335699917864,1,671,3,293.29,0.18,4.3,1870,1178,11,0.19,1,0,94,0.2,1.3,26
5924,1,23,658.3280058460722,1,273,5,273.16,0.38,2.6,4172,69,11,0.12,0,0,19,0.65,0.95,35
1894,7,10,181.5163223839948,1,788,7,149.13,0.35,2.6,2343,852,22,0.36,0,1,42,0.66,0.8,28
2384,9,19,505.7866211950667,1,763,1,583.62,0.47,3.8,3290,413,21,0.46,1,0,41,0.46,0.87,33
2958,3,47,651.5799249806302,1,666,6,172.37,0.18,3.7,3348,890,18,0.6,1,0,50,0.27,1.03,18
4072,2,5,416.8260623850971,1,798,6,427.51,0.45,3.6,1601,1147,10,0.36,0,1,3,0.83,1.04,14
2996,3,47,53.560586292944414,1,1191,1,463.67,0.23,3.3,2793,624,16,0.99,1,1,31,0.28,1.08,9
5285,1,23,420.86329786510396,1,936,1,25.39,0.25,5.0,3337,345,8,0.36,0,0,76,0.66,1.2,30
1504,6,30,287.90705233741323,1,1193,3,21.72,0.4,3.2,2090,840,6,0.5,0,0,15,0.38,1.13,3
2214,7,25,838.7951587001556,1,447,1,522.61,0.47,3.7,1251,294,19,0.19,1,1,54,0.47,0.86,34
2531,2,28,138.41364554014478,1,1343,1,697.55,0.4,3.5,170,138,13,0.33,0,0,53,0.21,0.94,33
4440,8,34,597.654081291292,1,266,5,942.43,0.54,2.9,2809,324,15,0.14,0,1,45,0.65,1.2,27
1823,6,45,75.866196711016,1,772,6,183.22,0.17,3.0,2354,969,13,0.6,1,0,38,0.23,1.08,9
1928,4,48,418.168280897046,1,902,3,107.74,0.54,4.8,1773,80,1,0.78,0,0,78,0.49,0.8,13
1133,5,47,511.96215388147016,1,669,6,56.83,0.08,4.6,3754,354,21,0.28,0,0,99,0.33,0.9,30
3105,8,25,289.22079024567296,1,692,3,438.86,0.4,3.0,3991,1131,2,0.43,1,1,80,0.96,1.17,16
4627,3,10,425.91580290273447,1,862,6,625.03,0.33,4.7,2081,185,13,0.11,1,1,50,0.98,0.8,26
5780,3,14,172.29180124126302,1,485,1,841.35,0.3,3.0,826,893,2,0.86,0,0,24,0.75,1.11,5
2852,4,42,294.5877490371915,1,511,6,684.23,0.19,4.1,1665,1108,11,0.8,0,0,17,0.98,1.04,27
5910,1,46,570.3625026718767,1,508,6,212.32,0.3,2.7,129,152,13,0.16,1,1,18,0.11,0.79,15
5175,9,30,292.5660485992049,1,974,3,464.46,0.1,4.7,1417,940,10,0.43,1,1,42,0.99,1.11,28
3933,8,41,812.7764782157184,1,1320,7,910.79,0.22,2.6,3787,1056,23,0.96,0,0,17,0.1,0.79,3
4284,8,25,576.714053147661,1,1164,2,330.11,0.06,3.9,1407,190,22,0.45,0,1,16,0.42,0.94,1
5298,6,14,411.62464603930647,1,1336,3,501.24,0.34,4.4,593,1078,15,0.57,0,1,85,0.24,0.89,1
3811,7,35,63.71853393213875,1,655,3,958.77,0.06,2.8,1037,101,1,0.42,0,0,88,0.95,1.11,6
2250,6,48,464.60705162806397,1,331,3,736.03,0.1,3.5,2128,43,14,0.64,1,0,98,0.64,1.17,11
4512,9,34,695.3553306488276,1,1129,4,749.0,0.05,2.6,3278,687,10,0.98,1,1,52,0.6,0.8,16
2256,3,10,261.03511027079986,1,1164,7,256.07,0.23,4.2,4299,1166,18,1.0,1,1,36,1.0,1.19,33
4376,3,35,731.8930055944276,1,1128,4,417.62,0.51,3.3,22,768,11,0.8,1,0,91,0.61,0.7,24
4486,3,11,249.0718864642669,1,320,4,86.93,0.54,3.9,1633,391,7,0.46,0,1,39,0.65,1.02,32
4584,3,11,746.6593575171964,1,1420,3,608.49,0.04,4.8,4001,975,15,0.54,1,0,81,0.04,1.01,10
2396,9,21,104.18345720215933,1,833,2,108.21,0.38,3.3,4199,1189,3,0.42,0,0,25,0.86,1.07,25
4637,4,21,783.5798267160557,1,1096,3,836.73,0.41,2.6,1405,396,2,0.99,0,1,42,0.97,0.84,10
4330,7,22,464.2922123119975,1,971,1,815.48,0.32,4.2,1478,544,22,0.74,1,0,21,0.96,0.71,13
3703,9,45,287.98770296962795,1,1262,2,535.94,0.4,4.5,1194,209,8,0.5,1,0,68,0.22,0.97,1
1470,7,7,260.64852786117945,1,765,4,145.46,0.14,4.9,575,284,8,0.11,0,0,89,0.23,0.74,35
2353,9,17,405.8491862694155,1,711,6,30.45,0.29,2.9,1606,510,11,0.57,1,0,59,0.37,1.24,14
3783,3,2,899.1730633501711,1,1384,6,797.73,0.23,3.5,4369,468,16,0.99,0,0,30,0.31,0.8,21
3831,4,12,221.68483229069682,1,488,7,602.14,0.05,4.6,451,59,2,0.57,0,1,57,0.31,0.96,38
1357,8,42,119.79848452472967,1,399,5,712.37,0.38,4.5,124,979,22,0.26,1,0,33,0.61,0.96,1
4019,6,18,538.9805967852358,1,727,7,307.29,0.3,4.1,3454,997,5,0.12,0,0,90,0.81,1.03,20
1667,5,11,455.0319458030237,1,1116,2,511.94,0.17,3.2,2364,541,7,0.42,1,0,89,0.94,1.17,5
5468,4,16,486.0507558250774,1,1471,4,748.44,0.28,3.2,1866,1013,20,0.93,1,1,53,0.07,0.98,32
2145,8,49,610.2338132747789,1,1441,2,465.25,0.47,2.8,1683,637,13,1.0,1,0,16,0.28,0.72,1
5185,1,18,262.4153407874649,1,1310,2,603.38,0.48,4.8,906,1125,2,0.95,0,0,49,0.26,1.16,2
4719,9,35,822.278545983983,1,1305,6,790.78,0.39,2.9,3534,348,3,0.76,1,0,88,0.36,0.75,31
3745,1,26,409.0346975263926,1,1285,3,219.14,0.28,3.9,429,1086,9,0.6,0,0,5,0.42,1.08,26
1539,8,16,142.30498977394174,1,998,1,70.6,0.35,4.0,2751,13,10,0.63,1,1,77,0.39,1.18,9
3779,4,6,675.7999183585315,1,1265,5,534.16,0.23,3.4,3825,290,24,0.59,0,1,94,0.95,0.87,30
5964,9,44,589.5007867775297,1,211,4,66.82,0.08,3.4,361,82,13,0.74,0,0,60,0.44,0.97,8
5136,5,43,304.69676016111225,1,1032,2,767.72,0.23,4.2,4891,1170,21,0.48,0,1,71,0.55,0.71,5
5835,3,47,570.7212899096222,1,1040,5,720.62,0.32,3.5,431,777,13,0.7,0,1,81,0.75,1.18,39
4775,9,47,221.27990204100988,1,842,2,882.3,0.36,3.1,2722,980,5,0.21,0,1,55,0.73,1.12,4
3508,9,48,417.0102426262607,1,1338,6,641.36,0.56,3.5,4954,1007,23,0.34,1,0,91,0.58,0.84,36
3779,4,42,812.488894285573,1,1441,1,71.86,0.47,4.5,3061,217,7,0.85,0,0,35,0.86,0.93,21
1924,4,12,146.174782849852,1,305,6,256.89,0.09,4.9,3223,269,17,0.91,1,0,69,0.62,1.12,33
3956,8,13,366.42591148909196,1,890,5,808.89,0.1,4.1,1630,939,15,0.59,1,0,42,0.87,0.91,26
2581,2,4,744.3939095067021,1,727,4,171.3,0.06,4.5,4671,272,5,0.13,1,0,69,0.3,0.8,39
4324,9,39,873.457082483375,1,1045,2,699.99,0.44,3.8,4988,792,24,0.93,1,0,24,0.13,1.01,11
5485,6,2,424.91573868696247,1,1092,1,781.36,0.42,4.1,269,514,7,0.73,0,1,71,0.82,1.13,21
1255,9,26,471.08966952471224,1,586,6,333.46,0.59,5.0,1123,212,2,0.47,1,1,71,0.38,0.89,22
5804,8,27,527.7896067518797,1,1449,5,325.69,0.31,3.6,3176,61,24,0.64,1,1,55,0.65,0.77,37
2838,7,27,841.1428832213284,1,680,6,560.01,0.5,2.7,3392,372,18,0.49,1,1,14,0.74,1.2,7
2944,1,15,776.6399081500159,1,607,2,861.98,0.35,4.9,4533,54,10,0.52,1,1,55,0.33,0.85,13
1009,3,8,178.4229784208306,1,1097,2,227.79,0.52,4.5,1042,836,1,0.9,1,0,15,0.51,1.01,20
3871,2,7,409.9793015269553,1,910,4,941.55,0.43,3.5,1641,798,14,0.24,1,0,5,0.89,1.11,15
1797,5,47,433.68037253089085,1,838,1,601.12,0.39,5.0,2441,780,19,0.19,0,1,4,0.88,0.89,38
5972,5,46,716.5136171344184,1,1244,3,992.17,0.34,3.4,3297,151,16,0.1,0,0,30,0.75,1.09,34
2015,5,40,554.5168078667286,1,1014,6,94.17,0.43,3.4,1383,806,19,0.38,0,0,84,0.76,0.98,36
2824,4,12,599.1718019652412,1,1117,2,130.93,0.25,4.0,3996,46,6,0.23,1,0,53,0.9,1.04,25
5469,5,13,898.4339196690873,1,402,5,827.51,0.06,3.2,14,54,12,0.3,1,0,90,0.74,1.05,29
4136,3,43,95.21523781891136,1,616,6,865.43,0.02,4.2,1674,929,3,0.11,1,0,73,0.34,1.19,28
3193,1,17,224.01854647434772,1,615,4,448.23,0.29,2.9,3617,1079,7,0.3,0,1,30,0.12,1.09,14
1223,5,17,384.86946551324576,1,284,4,715.5,0.36,2.8,1480,574,24,0.4,1,1,86,0.42,0.86,4
5948,9,36,332.5706906525319,1,366,2,868.22,0.05,3.8,1745,310,3,0.13,1,1,94,0.09,0.74,38
5158,9,21,48.83163837187573,1,583,2,47.91,0.17,3.9,3046,297,17,0.65,0,0,84,0.12,0.7,7
4925,4,8,109.84651762992297,1,667,2,576.08,0.19,2.8,4210,795,15,0.61,1,0,92,0.95,1.24,13
5784,3,5,622.4293635211113,1,1295,7,854.21,0.34,4.9,975,278,19,0.19,0,0,61,0.68,1.27,17
5000,1,26,795.0122831254278,1,1009,3,401.16,0.17,3.9,1685,800,19,0.64,1,0,71,0.85,0.76,29
2633,2,16,477.3774998014005,1,1196,2,305.87,0.06,2.9,2083,1095,23,1.0,1,1,68,0.64,0.99,17
3152,8,36,499.0962391768607,1,672,6,796.73,0.1,3.3,2289,590,11,0.95,1,0,92,0.42,0.79,36
1510,1,28,251.93128656417008,1,1192,6,339.11,0.1,4.5,1686,945,21,0.1,0,1,55,0.03,1.27,19
1384,8,29,698.0524363613289,1,1481,7,8.16,0.51,3.8,4158,363,20,0.82,1,1,99,0.96,0.85,26
1404,7,47,684.0612910095131,1,474,7,959.77,0.17,3.0,508,977,2,0.42,0,1,97,0.07,1.0,9
5613,8,12,541.8781496193612,1,1243,1,594.16,0.43,2.8,187,80,7,0.16,1,1,71,0.61,0.8,2
5571,6,37,215.01792926486826,1,689,5,820.42,0.34,3.6,2782,844,19,0.37,0,0,73,0.1,0.9,20
3000,9,30,114.40584986626781,1,525,2,826.18,0.59,3.3,4188,422,7,0.39,1,0,98,0.28,0.86,23
3756,3,23,85.88756099569952,1,728,6,71.08,0.16,4.1,4100,621,10,0.57,0,1,42,0.19,0.99,18
2668,4,16,545.6455779793037,1,1091,7,175.01,0.1,4.8,3509,1094,12,0.69,0,0,98,0.55,0.95,26
2460,6,14,747.780727654236,1,288,6,314.57,0.03,3.1,3517,624,23,0.77,1,0,77,0.89,0.9,25
4636,8,10,776.7474756494046,1,685,6,324.1,0.14,4.6,2072,538,18,0.32,0,0,29,0.64,0.76,17
3724,5,7,433.35120467880137,1,907,7,660.49,0.41,4.8,97,200,23,0.39,0,1,35,0.66,0.99,39
5809,3,45,712.3160303968438,1,549,3,625.02,0.05,4.8,1291,87,6,0.38,0,1,45,0.91,1.21,10
5178,6,37,853.7857708166905,1,1307,7,497.12,0.15,4.9,3464,898,20,0.43,1,1,74,0.75,1.14,25
3048,4,29,269.39799786461913,1,586,7,215.21,0.51,4.6,1787,958,21,1.0,0,1,94,0.87,1.13,28
5146,9,3,376.22550135125874,1,286,5,385.07,0.35,4.0,683,26,8,0.8,1,1,90,0.42,0.92,26
5780,3,15,840.3867235591122,1,506,7,545.88,0.04,3.5,1132,824,5,0.98,0,1,99,0.87,1.13,12
1716,4,36,324.26094156603784,1,1377,4,470.65,0.03,3.7,4122,443,3,0.72,0,1,92,0.65,0.98,19
5544,7,47,825.0723725799628,1,639,7,131.66,0.04,4.7,3204,1076,2,0.47,0,0,29,0.14,0.79,23
5976,7,46,883.5090301613852,1,939,6,651.26,0.57,3.3,3123,1101,22,0.45,0,1,70,0.04,0.95,14
5583,4,19,605.7753338597495,1,463,2,77.69,0.51,2.9,3836,221,6,0.54,1,0,3,0.24,0.78,17
2823,6,13,740.6945518686264,1,1176,6,381.3,0.51,2.9,4876,212,7,0.48,1,1,93,0.38,0.77,15
3081,3,42,682.1046408723441,1,934,5,711.48,0.55,4.6,1614,735,8,0.85,0,0,57,0.84,0.71,21
4419,6,21,638.5948041255057,1,620,4,24.92,0.3,4.4,1041,118,4,0.52,1,0,66,0.74,0.87,38
2574,2,37,297.0300334936723,1,692,7,572.13,0.15,3.7,2865,977,12,0.37,1,0,22,0.96,0.9,30
1249,8,27,79.67207397991103,1,832,3,337.85,0.24,3.2,854,293,24,0.8,0,0,27,0.56,1.12,19
1673,2,29,328.455007292096,1,1192,1,13.79,0.43,4.2,2026,950,12,0.87,0,1,22,0.75,1.02,32
5533,7,20,610.2343071273988,1,610,7,194.43,0.53,2.6,1987,746,17,0.48,0,1,74,0.28,1.22,29
3165,9,25,119.2004024581872,1,372,2,941.24,0.26,3.9,2550,1151,22,0.7,0,1,49,0.68,0.81,22
1770,1,6,40.36864519107062,1,203,1,523.54,0.32,3.5,239,941,22,0.15,0,1,83,0.71,0.86,20
4962,8,36,151.5323641645566,1,1053,3,997.24,0.56,4.9,489,612,19,0.58,0,1,24,0.85,1.26,38
5363,7,2,652.6902559773919,1,1185,5,527.19,0.06,3.8,3851,500,9,0.14,1,1,27,0.54,0.97,38
2984,6,22,876.3305204411063,1,1333,5,546.22,0.52,3.9,1036,28,12,0.13,0,1,36,0.65,1.17,36
2077,6,32,885.2662886648938,1,1260,3,394.88,0.1,4.3,1338,810,21,0.65,0,1,17,0.2,1.0,1
1235,6,16,459.76185975196347,1,782,6,313.49,0.29,3.7,4780,769,17,0.37,0,1,56,0.74,0.98,19
1388,9,18,786.3365018633423,1,1254,3,255.29,0.13,3.1,3269,1175,23,0.77,1,1,10,0.84,0.79,26
4037,2,5,671.0390165038085,1,580,7,346.7,0.36,3.8,2554,938,10,0.91,0,1,54,0.59,1.21,7
5858,1,36,465.90500617660496,1,1491,2,462.55,0.34,4.9,3500,307,19,0.23,1,0,81,0.12,0.75,34
2848,6,30,528.3016636709256,1,1234,4,196.03,0.23,3.5,3862,714,11,0.75,1,0,74,0.31,0.89,36
5719,8,45,149.38761755667784,1,543,7,228.75,0.52,4.2,1767,824,20,0.56,1,0,74,0.48,1.1,6
3814,3,19,845.7654707364351,1,365,7,275.19,0.4,4.9,4708,812,22,0.2,0,0,38,0.68,1.0,37
4374,1,23,336.1789005366458,1,899,7,452.01,0.43,4.6,161,382,24,0.69,1,0,81,0.32,1.23,22
4278,9,34,418.1498531177375,1,541,1,654.55,0.09,4.1,655,937,13,0.65,0,1,90,0.84,0.72,9
2252,1,13,614.344400968172,1,1242,1,856.87,0.53,4.3,3006,960,4,0.56,0,1,90,0.37,1.09,29
4981,3,43,320.4951502281019,1,1179,5,290.7,0.1,4.8,4716,853,15,0.93,0,0,98,0.04,0.99,17
5673,8,29,251.20547006036955,1,1407,7,187.81,0.13,4.9,3506,956,12,0.57,0,1,4,0.79,0.79,13
3122,3,36,579.0129721450919,1,744,6,381.95,0.08,4.9,1256,452,24,0.99,1,0,50,0.64,1.15,17
5530,4,22,51.73615158520902,1,1233,5,894.91,0.26,4.1,2158,151,10,0.56,0,1,91,0.8,0.95,10
3150,8,47,657.0308474632106,1,391,2,14.81,0.53,3.5,1951,411,22,0.2,1,1,61,0.35,1.02,25
5859,1,36,477.2003317925635,1,519,3,679.48,0.15,2.8,749,832,7,0.52,1,0,21,0.02,1.28,18
2329,6,9,557.0057455532129,1,779,1,479.77,0.22,3.5,708,231,24,0.26,0,0,36,0.07,0.99,15
2358,1,39,579.73573854479,1,674,7,165.24,0.51,4.9,1621,746,2,0.64,0,0,46,0.11,1.19,27
3482,1,19,488.53363614853043,1,836,2,324.42,0.37,4.7,4136,1003,21,0.72,1,1,95,0.81,1.16,19
5542,8,38,536.8043863734404,1,626,5,228.83,0.45,3.8,4655,122,7,0.52,1,0,71,0.3,1.1,15
3017,4,6,624.8957347741908,1,1282,5,878.44,0.13,3.8,465,1103,8,0.19,0,1,44,1.0,1.24,7
2331,1,47,685.2133970463165,1,296,1,484.46,0.43,3.3,3995,607,21,0.52,0,1,64,0.76,0.85,16
5344,7,15,662.8835804189248,1,695,5,565.28,0.14,3.6,1100,913,19,0.17,0,1,98,0.6,1.19,24
5261,5,20,786.5663182270677,1,860,6,595.72,0.59,4.3,1713,494,6,0.71,1,1,18,0.98,0.93,23
2358,5,9,194.8157868556404,1,1488,5,641.42,0.34,3.5,4585,560,21,0.81,0,0,88,0.32,1.19,11
5637,1,32,378.99873345786386,1,208,4,498.08,0.42,3.0,116,1043,8,0.97,0,0,13,0.17,1.0,24
5854,6,4,854.5825774325776,1,656,3,22.78,0.07,3.9,2481,12,22,0.23,0,0,13,0.74,1.21,5
4177,9,18,375.03379971610684,1,472,5,338.05,0.15,3.1,195,671,20,0.58,0,0,25,0.28,1.24,39
3128,9,5,138.63696690815271,1,1139,4,187.95,0.08,4.9,4714,76,4,0.61,1,1,5,0.96,1.06,30
3180,8,20,487.1372599350962,1,1231,2,681.74,0.23,3.5,1474,714,20,0.93,1,0,39,0.99,1.0,16
5892,5,23,125.25714612238208,1,407,5,61.42,0.17,4.8,2472,1130,24,0.66,0,0,29,0.93,1.17,20
1137,1,11,206.48231769324272,1,1346,6,565.98,0.44,3.1,4129,107,9,0.23,1,0,57,0.94,0.86,29
4472,9,37,898.5373182167323,1,1256,2,214.58,0.07,3.0,3054,1090,5,0.49,0,0,46,0.62,0.71,17
3832,1,22,500.98549540463483,1,403,7,949.1,0.45,4.0,1274,1140,6,0.69,1,1,33,0.69,0.94,19
4579,8,4,277.13079846517326,1,717,5,338.86,0.03,4.4,3709,97,19,0.73,1,1,88,0.09,1.0,26
4031,5,29,895.4542104792982,1,716,1,328.6,0.12,3.9,338,981,12,0.88,0,1,10,0.76,0.88,15
5164,3,44,870.9062591429746,1,642,4,923.77,0.48,3.1,3511,662,5,0.26,0,1,58,0.2,0.93,25
3593,7,34,413.4429657433093,1,888,4,420.26,0.45,2.6,4275,665,5,0.96,0,0,25,0.84,0.78,15
5300,7,13,256.5507046454803,1,1049,1,963.05,0.29,4.0,4717,921,18,0.15,0,1,74,0.96,0.87,20
4818,9,42,759.4076851402053,1,1032,3,29.05,0.03,2.8,3299,380,6,0.99,1,0,39,0.21,0.84,30
5138,7,9,652.5900237654536,1,538,7,309.81,0.37,3.4,1656,384,9,0.87,0,0,16,0.08,0.88,21
4823,3,42,627.639048453054,1,1359,6,667.86,0.24,4.2,642,61,11,0.69,0,0,60,0.48,0.88,35
5042,1,31,807.0089549505511,1,586,4,891.4,0.19,2.7,1680,50,23,0.76,0,0,28,0.79,1.04,6
2906,8,7,629.7929064680525,1,1248,2,260.12,0.38,2.8,1350,825,14,0.17,0,1,76,0.77,0.85,37
1760,3,4,276.9042104461478,1,705,6,930.83,0.26,2.7,618,100,24,0.14,0,1,44,0.7,1.26,11
4445,8,19,633.660950831887,1,879,4,596.15,0.06,5.0,1169,48,2,0.19,0,0,58,0.82,1.01,23
1899,8,42,296.0577548167876,1,889,7,802.0,0.55,3.5,251,1046,14,0.18,1,1,32,0.17,0.78,39
5455,5,30,690.5379123015857,1,1084,3,400.22,0.47,4.8,301,909,19,0.59,0,1,63,0.65,0.87,9
3947,1,31,569.1806334076624,1,1318,7,216.12,0.03,3.2,3141,630,10,0.29,1,0,93,0.61,1.14,18
2719,7,35,97.34805022673301,1,822,2,911.68,0.32,4.4,1566,113,5,0.87,0,0,45,0.15,0.71,36
1280,5,21,476.1667653185736,1,1369,7,933.47,0.05,3.0,3164,752,23,0.5,1,1,53,0.41,1.26,36
4266,8,31,328.67184320029463,1,1092,6,500.09,0.5,3.7,3957,52,4,0.73,1,0,61,0.85,0.97,28
2887,9,19,315.856450477096,1,1152,2,11.46,0.37,4.6,2210,218,7,0.69,1,1,50,0.97,1.01,19
4266,7,31,553.9629830682138,1,1454,1,114.23,0.1,4.5,3152,609,24,0.39,0,0,27,0.67,1.29,30
1666,7,32,310.4225972883997,1,983,5,575.16,0.01,4.5,3659,614,13,0.32,1,0,26,0.92,1.0,38
5188,1,2,705.8975609382392,1,694,1,28.66,0.02,4.6,611,485,10,0.41,0,0,3,0.13,1.27,15
1671,4,10,91.58854932972176,1,1261,6,399.93,0.3,3.0,1943,118,10,0.82,1,0,90,0.98,1.25,12
2969,2,2,604.5377795843681,1,946,5,306.85,0.44,3.7,73,223,4,0.63,0,1,39,0.03,1.26,2
5156,2,2,733.9994791813649,1,636,1,715.78,0.07,3.7,2873,418,16,0.33,0,1,65,0.53,1.19,9
4122,2,24,615.3635702307741,1,544,5,60.3,0.13,4.7,4637,780,15,0.84,1,1,35,0.29,0.88,35
5699,4,17,462.5893996673963,1,1383,4,491.29,0.2,3.2,156,642,21,0.15,0,1,53,0.81,0.91,1
5777,1,32,856.7671019504777,1,749,7,581.22,0.13,4.8,3558,86,11,0.73,1,0,91,0.22,0.92,31
4900,4,16,290.9464861243153,1,1019,2,619.2,0.23,3.6,255,104,19,0.5,1,0,46,0.01,1.29,28
1523,2,16,46.67606214673067,1,740,5,408.13,0.34,4.2,3110,278,21,0.76,0,1,68,0.41,0.92,37
3393,5,46,405.83075317319356,1,343,4,307.85,0.41,3.2,1051,370,24,0.93,1,1,83,0.06,0.77,7
4117,3,39,58.720384233284705,1,787,7,684.08,0.58,3.5,2417,539,3,0.78,0,1,22,0.29,1.17,16
3593,8,31,859.9249746979756,1,856,7,848.33,0.56,4.3,2256,692,15,0.5,1,1,60,0.64,0.92,14
2968,4,43,212.6286998008048,1,544,3,695.15,0.34,3.8,2634,171,16,0.24,0,1,6,0.29,1.07,33
2753,1,24,716.3665108355251,1,1492,1,932.44,0.44,4.8,2896,474,14,0.83,0,0,52,0.25,1.25,6
3296,1,1,703.8777123616975,1,895,3,718.68,0.57,4.3,1891,832,5,0.51,0,1,73,0.16,1.05,21
3261,3,11,219.42414272415215,1,467,6,765.8,0.05,3.9,3683,557,17,0.17,1,1,75,0.14,1.08,10
3286,9,21,570.4670815177456,1,368,4,172.06,0.0,4.7,4411,61,18,0.75,0,0,86,0.53,1.09,32
5202,7,4,71.82870258321168,1,232,3,422.44,0.02,4.2,3464,497,19,0.36,0,0,73,0.68,1.07,6
3878,2,7,450.7098895623647,1,576,3,487.63,0.34,4.1,2491,101,1,0.14,0,1,29,0.45,0.8,2
5143,9,26,42.74300072706346,1,1437,7,260.01,0.46,3.1,3739,660,9,0.91,0,1,43,0.12,0.97,39
4644,2,47,831.3951757573324,1,592,4,530.9,0.22,3.5,1775,366,21,0.53,0,1,74,0.65,0.7,27
5432,3,12,879.1948410536273,1,688,7,294.34,0.33,4.2,3936,728,14,0.35,0,0,34,0.56,1.08,14
3055,2,31,223.3860069755692,1,921,2,689.06,0.31,4.7,1970,1177,20,0.74,0,1,31,0.38,1.05,23
5720,3,17,211.05225009884433,1,1145,5,472.94,0.06,3.3,3719,208,21,0.9,0,1,86,0.33,0.89,39
2276,6,33,685.7365536090527,1,1252,6,461.51,0.19,3.0,3953,824,20,0.1,0,0,46,0.18,1.01,21
3766,9,11,250.44007698152097,1,238,6,983.72,0.01,4.0,2492,226,21,0.72,1,0,4,0.15,1.0,30
1302,9,28,808.7166064708052,1,1396,1,395.48,0.07,2.7,4665,565,23,0.79,0,0,2,0.34,0.85,25
1638,7,32,529.3183484269946,1,1240,7,365.48,0.49,4.3,648,812,11,0.29,0,0,5,0.04,0.88,24
1055,3,1,335.17653201897156,1,1279,5,322.01,0.5,4.3,1640,710,24,0.54,0,1,46,0.44,1.16,11
5821,4,47,754.4435593239955,1,425,1,895.28,0.48,3.4,4434,512,2,0.18,1,0,79,0.6,1.15,35
1525,6,28,459.2638293596538,1,266,6,499.24,0.44,4.7,528,478,20,0.77,0,0,19,0.94,0.98,4
